folder,current_path,proposed_path,subfolder,reason,priority,file_count
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/bot_follow.py,MEDIA_PROCESSING/social_media/bot/bot_follow.py,bot,"9 files with ""bot"" prefix",low,9
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/bot_stats.py,MEDIA_PROCESSING/social_media/bot/bot_stats.py,bot,"9 files with ""bot"" prefix",low,9
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/bot_unfollow.py,MEDIA_PROCESSING/social_media/bot/bot_unfollow.py,bot,"9 files with ""bot"" prefix",low,9
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/test_bot_get.py,MEDIA_PROCESSING/social_media/test/test_bot_get.py,test,"5 files with ""test"" prefix",low,5
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/test_bot_follow.py,MEDIA_PROCESSING/social_media/test/test_bot_follow.py,test,"5 files with ""test"" prefix",low,5
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/test_bot_support.py,MEDIA_PROCESSING/social_media/test/test_bot_support.py,test,"5 files with ""test"" prefix",low,5
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/test_bot_like.py,MEDIA_PROCESSING/social_media/test/test_bot_like.py,test,"5 files with ""test"" prefix",low,5
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/test_bot_unlike.py,MEDIA_PROCESSING/social_media/test/test_bot_unlike.py,test,"5 files with ""test"" prefix",low,5
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607125012.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607125012.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607131031.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607131031.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607131227.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607131227.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607130507.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607130507.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607131212.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607131212.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607131221.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607131221.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607131205.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607131205.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607130440.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607130440.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607124913.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607124913.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607131028.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607131028.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/NewUpload_20250607125040.py,MEDIA_PROCESSING/social_media/newupload/NewUpload_20250607125040.py,newupload,"11 files with ""newupload"" prefix",low,11
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/like_hashtags.py,MEDIA_PROCESSING/social_media/like/like_hashtags.py,like,"3 files with ""like"" prefix",low,3
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/like_hashtags_from_file.py,MEDIA_PROCESSING/social_media/like/like_hashtags_from_file.py,like,"3 files with ""like"" prefix",low,3
MEDIA_PROCESSING/social_media,MEDIA_PROCESSING/social_media/like_by_tag_interact_unfollow.py,MEDIA_PROCESSING/social_media/like/like_by_tag_interact_unfollow.py,like,"3 files with ""like"" prefix",low,3
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale_media_image.py,MEDIA_PROCESSING/upscale/upscale/upscale_media_image.py,upscale,"4 files with ""upscale"" prefix",low,4
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale_system.py,MEDIA_PROCESSING/upscale/upscale/upscale_system.py,upscale,"4 files with ""upscale"" prefix",low,4
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale_file.py,MEDIA_PROCESSING/upscale/upscale/upscale_file.py,upscale,"4 files with ""upscale"" prefix",low,4
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale_with_sips.py,MEDIA_PROCESSING/upscale/upscale/upscale_with_sips.py,upscale,"4 files with ""upscale"" prefix",low,4
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscaled_media_image.py,MEDIA_PROCESSING/upscale/upscale/upscaled_media_image.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale_media_image.py,MEDIA_PROCESSING/upscale/upscale/upscale_media_image.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale copy 2.py,MEDIA_PROCESSING/upscale/upscale/upscale copy 2.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/auto_upscale.py,MEDIA_PROCESSING/upscale/upscale/auto_upscale.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscalerr.py,MEDIA_PROCESSING/upscale/upscale/upscalerr.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale_system.py,MEDIA_PROCESSING/upscale/upscale/upscale_system.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/unified_image_upscaler.py,MEDIA_PROCESSING/upscale/upscale/unified_image_upscaler.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale-dl.py,MEDIA_PROCESSING/upscale/upscale/upscale-dl.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale-dl 2.py,MEDIA_PROCESSING/upscale/upscale/upscale-dl 2.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale-dl_media_image.py,MEDIA_PROCESSING/upscale/upscale/upscale-dl_media_image.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/processor_cli_from_upscaler.py,MEDIA_PROCESSING/upscale/upscale/processor_cli_from_upscaler.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale_file.py,MEDIA_PROCESSING/upscale/upscale/upscale_file.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale.py,MEDIA_PROCESSING/upscale/upscale/upscale.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale copy.py,MEDIA_PROCESSING/upscale/upscale/upscale copy.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/batch_upscaler.py,MEDIA_PROCESSING/upscale/upscale/batch_upscaler.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale-sub.py,MEDIA_PROCESSING/upscale/upscale/upscale-sub.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/improved_batch_upscaler_2_1.py,MEDIA_PROCESSING/upscale/upscale/improved_batch_upscaler_2_1.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale--.py,MEDIA_PROCESSING/upscale/upscale/upscale--.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/web-png-upscale.py,MEDIA_PROCESSING/upscale/upscale/web-png-upscale.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/imgupscale.py,MEDIA_PROCESSING/upscale/upscale/imgupscale.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale2_media_image.py,MEDIA_PROCESSING/upscale/upscale/upscale2_media_image.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/loop-upscale.py,MEDIA_PROCESSING/upscale/upscale/loop-upscale.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/improved_batch_upscaler.py,MEDIA_PROCESSING/upscale/upscale/improved_batch_upscaler.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/simple_upscaler.py,MEDIA_PROCESSING/upscale/upscale/simple_upscaler.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale 2 copy.py,MEDIA_PROCESSING/upscale/upscale/upscale 2 copy.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/batch_upscale.py,MEDIA_PROCESSING/upscale/upscale/batch_upscale.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale2.py,MEDIA_PROCESSING/upscale/upscale/upscale2.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale_with_sips.py,MEDIA_PROCESSING/upscale/upscale/upscale_with_sips.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/enhanced_image_upscaler.py,MEDIA_PROCESSING/upscale/upscale/enhanced_image_upscaler.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/img-img-upscale.py,MEDIA_PROCESSING/upscale/upscale/img-img-upscale.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale--_media_image.py,MEDIA_PROCESSING/upscale/upscale/upscale--_media_image.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/web_upscaler_v2.py,MEDIA_PROCESSING/upscale/upscale/web_upscaler_v2.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscaled.py,MEDIA_PROCESSING/upscale/upscale/upscaled.py,upscale,"33 files with ""upscale"" keyword",low,33
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscaled_media_image.py,MEDIA_PROCESSING/upscale/image/upscaled_media_image.py,image,"7 files with ""image"" keyword",low,7
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale_media_image.py,MEDIA_PROCESSING/upscale/image/upscale_media_image.py,image,"7 files with ""image"" keyword",low,7
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/unified_image_upscaler.py,MEDIA_PROCESSING/upscale/image/unified_image_upscaler.py,image,"7 files with ""image"" keyword",low,7
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale-dl_media_image.py,MEDIA_PROCESSING/upscale/image/upscale-dl_media_image.py,image,"7 files with ""image"" keyword",low,7
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale2_media_image.py,MEDIA_PROCESSING/upscale/image/upscale2_media_image.py,image,"7 files with ""image"" keyword",low,7
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/enhanced_image_upscaler.py,MEDIA_PROCESSING/upscale/image/enhanced_image_upscaler.py,image,"7 files with ""image"" keyword",low,7
MEDIA_PROCESSING/upscale,MEDIA_PROCESSING/upscale/upscale--_media_image.py,MEDIA_PROCESSING/upscale/image/upscale--_media_image.py,image,"7 files with ""image"" keyword",low,7
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_albums 2.py,MEDIA_PROCESSING/organize/organize/organize_albums 2.py,organize,"7 files with ""organize"" prefix",low,7
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_albums 1.py,MEDIA_PROCESSING/organize/organize/organize_albums 1.py,organize,"7 files with ""organize"" prefix",low,7
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_albums 4.py,MEDIA_PROCESSING/organize/organize/organize_albums 4.py,organize,"7 files with ""organize"" prefix",low,7
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_albums1.py,MEDIA_PROCESSING/organize/organize/organize_albums1.py,organize,"7 files with ""organize"" prefix",low,7
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_music_library.py,MEDIA_PROCESSING/organize/organize/organize_music_library.py,organize,"7 files with ""organize"" prefix",low,7
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_albums 14.py,MEDIA_PROCESSING/organize/organize/organize_albums 14.py,organize,"7 files with ""organize"" prefix",low,7
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_media.py,MEDIA_PROCESSING/organize/organize/organize_media.py,organize,"7 files with ""organize"" prefix",low,7
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize (1).py,MEDIA_PROCESSING/organize/organize/organize (1).py,organize,"8 files with ""organize"" keyword",low,8
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_albums 2.py,MEDIA_PROCESSING/organize/organize/organize_albums 2.py,organize,"8 files with ""organize"" keyword",low,8
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_albums 1.py,MEDIA_PROCESSING/organize/organize/organize_albums 1.py,organize,"8 files with ""organize"" keyword",low,8
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_albums 4.py,MEDIA_PROCESSING/organize/organize/organize_albums 4.py,organize,"8 files with ""organize"" keyword",low,8
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_albums1.py,MEDIA_PROCESSING/organize/organize/organize_albums1.py,organize,"8 files with ""organize"" keyword",low,8
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_music_library.py,MEDIA_PROCESSING/organize/organize/organize_music_library.py,organize,"8 files with ""organize"" keyword",low,8
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_albums 14.py,MEDIA_PROCESSING/organize/organize/organize_albums 14.py,organize,"8 files with ""organize"" keyword",low,8
MEDIA_PROCESSING/organize,MEDIA_PROCESSING/organize/organize_media.py,MEDIA_PROCESSING/organize/organize/organize_media.py,organize,"8 files with ""organize"" keyword",low,8
MEDIA_PROCESSING/utilities,MEDIA_PROCESSING/utilities/util.py,MEDIA_PROCESSING/utilities/utils/util.py,utils,4 utility files,medium,4
MEDIA_PROCESSING/utilities,MEDIA_PROCESSING/utilities/direct_url_helpers.py,MEDIA_PROCESSING/utilities/utils/direct_url_helpers.py,utils,4 utility files,medium,4
MEDIA_PROCESSING/utilities,MEDIA_PROCESSING/utilities/common.py,MEDIA_PROCESSING/utilities/utils/common.py,utils,4 utility files,medium,4
MEDIA_PROCESSING/utilities,MEDIA_PROCESSING/utilities/gui_utils.py,MEDIA_PROCESSING/utilities/utils/gui_utils.py,utils,4 utility files,medium,4
